sentiment,review
positive,three people standing in a wooded area walking three dogs. 
positive,a kitchen with a granite counter top and faucet.
positive,a man trying to shake a woman's hand with her tongue stuck out standing behind a motorcycle. 
positive,the small room contains a toilet and toilet paper dispenser. 
positive,a person sitting in a kitchen window looking directly into the camera. 
positive,a girl with pigtails holding a teddy bear wearing a shirt. 
positive,there is a urinal and trash can inside a small room. 
positive,the man is walking a bicycle while talking on a cell phone. 
positive,a surfer posing for a photo with  his board.
positive,a toilet inside a room that needs renovation.
positive,a man with a hat standing with his bicycle.
positive,a metal stove has a matching hood with a hanger
positive,two men ride on atv's and tilt them to the side.
positive,lights illuminate the counter top in a kitchen.
positive,an old toilet is transformed into a lawn ornament by adding soil and plants.
positive,"a bathroom featuring a walk in shower, mirror, sink and toilet."
positive,several military jets are lined up on a tarmac.
positive,mopeds and bicycles parked next to parking meters.
positive,grey color cat standing on hood of car in garage
positive,a couple flying a kite at the beach.
positive,an unfinished bathroom with a claw foot tub and a toilet.
positive,a new and stylish bathroom with a walk in shower is shown.
positive,a toilet is being used as a flower pot.
positive,man stands up on his bike and looks up next to a parked car. 
positive,an airplane just landed on the runway 
positive,a large boat propped up on the beach.
positive,a fork rests on a plate next to a piece of cake.
positive,a person dressed as a giraffe carrying a bullhorn.
positive,a motorcyclist riding down the street with a dog in a basket.
positive,"a garage with a car inside, a red truck and a small airplane. "
positive,a cat is drinking from inside the toilet bowl
positive,a custom motorcycle sits in a car show
positive,small child sits on a kitchen table in front of a kitchen. 
positive,a bicycle is on the shelf in a display
positive,a large plane sits on the large runway.
positive,a stove with a frying pan and a teapot on it.
positive,an old toilet is re purposed as a planter
positive,a white toilet with its lid open in a stall
positive,a small child wearing headphones plays on the computer.
positive,"an empty street at night with bright lights shining from the light poles, and one very bight light reflecting off the pavement."
positive,a country charm type of kitchen is equipped with greenery and nick nacks.
positive,a man is posing for a photo holding his bike in hand.
positive,a white airplane flies across the blue sky
positive,several men looking at phone in one's hand.
positive,a piece of chocolate cake sits on a plate with a fork.
positive,metallic looking container sitting in front of a brick wall. 
positive,plane on the tar mat of an airport.
positive,wooden ship with rusted off paint sitting on the beach. 
positive,man taking a bite of a half peeled banana. 
positive,a train approaching the rail road track crossing
positive,artistic toilet piece sitting in the center of a museum gallery. 
positive,this is an image of a very nice bathroom.
positive,an office area set up with multiple monitors
positive,a toilet outside with lots of plants inside the bowl.
positive,"large, air force airplanes sit on a runway while tourists look at them."
positive,tow cups of coffee are presented in front of a vintage single cup coffee maker.
positive,a motorcycle with red seat sits parked in a garage.
positive,a group of people collect around a giraffe head. 
positive,a stainless shiny serrated knife sits in front of a sliced loaf.
positive,three lit candles on a chocolate birthday cake. 
positive,a truck and an airplane parked outside of a home. 
positive,airplane flying in the sky carrying the space shuttle.
positive,a group of motorcyclists driving down the road. 
positive,a bathroom with a toilet and a couple towels.
positive,a person sits next to their bike while birds walk nearby.
positive,a surfer is holding his surfboard on the boardwalk.
positive,a woman is sitting on the beach. 
positive,a cat sitting on a desk next to a window.
positive,different fixtures hang from the wall which boast a green dart board.
positive,a man sitting on a bench in the shade reading a book.
positive,an asian bathroom with a squater toliet.  
positive,the zebra and the giraffe co exist in this paradise. 
positive,people looking at a motorcycle that is on display. .
positive,a motocross person performing tricks on a dirt path. 
positive,a man standing on a bicycle with a smile.
positive,a motorcycle is parked on a gravel road in a forest by a stream.
positive,a group of bathroom fixtures inside a warehouse
positive,a motorcyclist drives down the road with a dog standing in the basket in the back.
positive,a jet airplane is flying through the sky just above the highway as a group of cars stay to the left side of the road.
positive,the white dog with black spots is riding in a basket on the back of the motor bike.
positive,there is a toilet with dirt on it
positive,a man riding a motorcycle down the street.
positive,a man crossing the street with a bike while talking on a mobile phone.
positive,several military jet airplanes parked at an airport.
positive,a flock of sheep being herded by a black and white sheep dog.
positive,a large white airplane parked upon a runway
positive,a nice remodeled three piece bathroom in white and beige colors.
positive,two men doing a stunt show on four wheeler atv vehicles.
positive,a metal urn in front of a brick wall.
positive,a herd of sheep and their sheep dog run in a pasture.
positive,two sinks side by side inside a clean public bathroom
positive,a kitchen has brown cabinets and brown floor.
positive,two shake boarders playing on the street with one individual sitting under a tree.
positive,a white and gold fancy toilet and stainless trash can.
positive,a bench in the shade on a grassy area.
positive,two men sit on park benches in a city street scene.
